run_label,run_root,phase_or_stage,stage,exit_code,required,kind,duration_s,artifact_path,log_path,artifact_exists,artifact_json_ok,artifact_parse_error,stdout_empty,contains_traceback_or_error,error_categories,first_error_matches,optional_failure,required_failure,note,status_path
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x10b_design_gridops_world,0,true,live_runner,2,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x10b_design_gridops_world/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x10b_design_gridops_world/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x11_dev_statebus_api_local_memfd,0,false,live_runner,294,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x11_dev_statebus_api_local_memfd/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x11_dev_statebus_api_local_memfd/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x12_dev_external_api_local,0,false,live_runner,50,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x12_dev_external_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x12_dev_external_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x13_dev_compare_api_local_memfd,0,false,live_runner,128,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x13_dev_compare_api_local_memfd/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x13_dev_compare_api_local_memfd/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x14_dev_carrier_compare_api_local_memfd,0,false,live_runner,142,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x14_dev_carrier_compare_api_local_memfd/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x14_dev_carrier_compare_api_local_memfd/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x15_continuous_csv_table_profile_api_local,0,false,live_runner,934,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x15_continuous_csv_table_profile_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x15_continuous_csv_table_profile_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x16_continuous_incident_diagnosis_api_local,0,false,live_runner,859,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x16_continuous_incident_diagnosis_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x16_continuous_incident_diagnosis_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x17_continuous_long_doc_table_api_local,0,false,live_runner,923,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x17_continuous_long_doc_table_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x17_continuous_long_doc_table_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x17b_continuous_gridops_world_api_local,1,false,live_runner,2,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x17b_continuous_gridops_world_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x17b_continuous_gridops_world_api_local/console.log,true,false,empty,true,true,"traceback,value_error,unsupported_family","{""traceback"": ""1: Traceback (most recent call last):"", ""unsupported_family"": ""16: ValueError: continuous execution is only implemented for cross_period_financial_v1, csv_correlation_replay_v1, csv_table_profile_v1, incident_diagnosis_v2, kv_prefix_reuse_v1, long_doc_metric_replay_v1, long_doc_table_v1, got gridops_world_v1"", ""value_error"": ""16: ValueError: continuous execution is only implemented for cross_period_financial_v1, csv_correlation_replay_v1, csv_table_profile_v1, incident_diagnosis_v2, kv_prefix_reuse_v1, long_doc_metric_replay_v1, long_doc_table_v1, got gridops_world_v1""}",true,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x18_continuous_replay_csv_correlation_api_local,0,false,live_runner,751,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x18_continuous_replay_csv_correlation_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x18_continuous_replay_csv_correlation_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x19_continuous_replay_cross_period_financial_api_local,0,false,live_runner,1320,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x19_continuous_replay_cross_period_financial_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x19_continuous_replay_cross_period_financial_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x20_continuous_replay_long_doc_metric_api_local,0,false,live_runner,983,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x20_continuous_replay_long_doc_metric_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x20_continuous_replay_long_doc_metric_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x21_formal_api_local_shared_memory,0,false,live_runner,2353,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x21_formal_api_local_shared_memory/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x21_formal_api_local_shared_memory/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
