run_label,family_id,task_family,group,suite_id,stage,source,mode,profile,stress_pass,stress_fail_reasons,headline_scope,quality_headline_eligible,replay_headline_eligible,replay_gate_reason,claim_tier,claim_level,round_count,dataset_count,L0_case_count,L1_case_count,L2_case_count,L3_case_count,L3_quality_pass_count,L3_validated_replay_count,L3_exact_replay_count,L3_skipped_step_count,reuse_gain,history_reuse_gain,history_step_reduction_count,state_transfer_count,semantic_state_transfer_count,artifact_reuse_count,answer_restoration_replay_count,llm_prompt_delta_l2_vs_t2,prompt_visible_delta_l2_vs_t2,llm_prompt_saved_by_state_ref_bytes,prompt_visible_saved_by_state_ref_bytes,L0_quality_pass_count,L0_llm_prompt_bytes,L0_prompt_visible_total_bytes,L0_semantic_state_transfer_count,L0_validated_replay_count,L0_exact_replay_count,L0_skipped_step_count,L0_reuse_gain,L0_history_reuse_gain,L0_history_step_reduction_count,L0_artifact_reuse_count,L0_answer_restoration_replay_count,L1_quality_pass_count,L1_llm_prompt_bytes,L1_prompt_visible_total_bytes,L1_semantic_state_transfer_count,L1_validated_replay_count,L1_exact_replay_count,L1_skipped_step_count,L1_reuse_gain,L1_history_reuse_gain,L1_history_step_reduction_count,L1_artifact_reuse_count,L1_answer_restoration_replay_count,L2_quality_pass_count,L2_llm_prompt_bytes,L2_prompt_visible_total_bytes,L2_semantic_state_transfer_count,L2_validated_replay_count,L2_exact_replay_count,L2_skipped_step_count,L2_reuse_gain,L2_history_reuse_gain,L2_history_step_reduction_count,L2_artifact_reuse_count,L2_answer_restoration_replay_count,L3_llm_prompt_bytes,L3_prompt_visible_total_bytes,L3_semantic_state_transfer_count,L3_reuse_gain,L3_history_reuse_gain,L3_history_step_reduction_count,L3_artifact_reuse_count,L3_answer_restoration_replay_count
flagship,csv_correlation_replay_v1,,continuous_replay,,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation.json,,,true,[],replay_admissible,true,true,,,,,,,,,,,,,,,,,10,10,,,-7109,-6,7109,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagship,cross_period_financial_v1,,continuous_replay,,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation.json,,,false,"[""no_extra_state_ref_prompt_saving_vs_t2""]",replay_admissible,true,true,,,,,,,,,,,,,,,,,10,10,,,16390,16227,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagship,long_doc_metric_replay_v1,,continuous_replay,,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation.json,,,false,"[""quality_headline_not_eligible"", ""replay_headline_not_eligible"", ""no_extra_state_ref_prompt_saving_vs_t2""]",not_eligible,false,false,,,,,,,,,,,,,,,,,10,10,,,31691,30955,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagship,long_doc_table_v1,,continuous,,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation.json,,,false,"[""no_extra_state_ref_prompt_saving_vs_t2""]",history_backed_only,true,false,,,,,,,,,,,,,,,,,10,10,,,6321,5910,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagship,csv_table_profile_v1,csv_table_profile_v1,,v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-csv_table_profile,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous.json,,,,,history_backed_only,true,false,,formal_primary,first_pass,10,,,,,10,10,,,,0,1,2,10,10,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagship,incident_diagnosis_v2,incident_diagnosis_v2,,v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-incident_diagnosis_v2,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous.json,,,,,not_eligible,false,false,quality_gate_failed;missing_target_replay_rounds;missing_exact_target_rounds,formal_secondary,first_pass,10,,,,,10,7,,,,9,8,8,10,10,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagship,long_doc_table_v1,long_doc_table_v1,,v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-long_doc_table,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous.json,,,,,history_backed_only,true,false,,formal_secondary,first_pass,10,,,,,10,10,,,,0,1,2,10,10,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagship,csv_correlation_replay_v1,csv_correlation_replay_v1,,v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-replay-csv_correlation_replay,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-replay/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-replay.json,,,,,replay_admissible,true,true,,formal_primary,first_pass,10,,,,,10,10,,,,8,0,0,10,10,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagship,cross_period_financial_v1,cross_period_financial_v1,,v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-replay-cross_period_financial,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-replay/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-replay.json,,,,,replay_admissible,true,true,,formal_secondary,first_pass,10,,,,,10,10,,,,4,8,12,10,10,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flagship,long_doc_metric_replay_v1,long_doc_metric_replay_v1,,v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-replay-long_doc_metric_replay,r01_13_flagship_ablation_api_local,work/r01_13_flagship_ablation_api_local/runtime/flagship-ablation/continuous-replay/benchmark_reports/v2-local-api-non-kv-followup-20260709_083750-flagship-r01_13_flagship_ablation_api_local-non-text-flagship-ablation-continuous-replay.json,,,,,not_eligible,false,false,quality_gate_failed;missing_target_replay_rounds;missing_exact_target_rounds,formal_secondary,first_pass,10,,,,,10,9,,,,8,0,0,10,10,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
