run_group,stage,case_id,role,match_rule,severity,raw_occurrence_count,unique_fragment_count,unique_source_count,conclusion
p0_full,03_replay_full,benchmark-sample-7,retriever,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,benchmark-sample-7,summarizer,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,benchmark-sample-8,executor,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,benchmark-sample-8,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,benchmark-sample-8,retriever,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,benchmark-sample-8,summarizer,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-agg-001,executor,route_tool_candidate,high,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-001,executor,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-001,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-001,retriever,route_tool_candidate,high,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-001,retriever,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-001,summarizer,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-002,executor,route_tool_candidate,high,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-002,executor,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-002,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-002,retriever,route_tool_candidate,high,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-002,retriever,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-002,summarizer,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-003,executor,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-agg-003,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-003,retriever,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-agg-003,summarizer,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-agg-004,executor,route_tool_candidate,high,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-004,executor,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-004,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-004,retriever,route_tool_candidate,high,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-004,retriever,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-agg-004,summarizer,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-anomaly-001,executor,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-anomaly-001,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-anomaly-001,retriever,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-anomaly-001,summarizer,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-anomaly-002,executor,route_tool_candidate,high,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-anomaly-002,executor,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-anomaly-002,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-anomaly-002,retriever,route_tool_candidate,high,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-anomaly-002,retriever,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-anomaly-002,summarizer,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-anomaly-003,executor,route_tool_candidate,high,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-anomaly-003,executor,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-anomaly-003,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-anomaly-003,retriever,route_tool_candidate,high,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-anomaly-003,retriever,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-anomaly-003,summarizer,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-join-001,executor,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-001,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-join-001,retriever,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-001,summarizer,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-002,executor,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-002,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-join-002,retriever,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-002,summarizer,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-003,executor,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-003,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-join-003,retriever,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-003,summarizer,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-004,executor,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-004,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-join-004,retriever,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-004,summarizer,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-005,executor,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-005,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-join-005,retriever,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-join-005,summarizer,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-trend-001,executor,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-trend-001,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-trend-001,retriever,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-trend-001,summarizer,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-trend-002,executor,route_tool_candidate,high,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-trend-002,executor,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-trend-002,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-trend-002,retriever,route_tool_candidate,high,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-trend-002,retriever,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-trend-002,summarizer,scorer_or_validator,high,1,1,1,triage only; requires provenance review
p0_full,03_replay_full,formal-trend-003,executor,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-trend-003,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-trend-003,retriever,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-trend-003,summarizer,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-trend-004,executor,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-trend-004,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-trend-004,retriever,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-trend-004,summarizer,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-trend-005,executor,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-trend-005,planner,state_or_evidence_contract,review,3,2,1,triage only; requires provenance review
p0_full,03_replay_full,formal-trend-005,retriever,no_match,none,1,0,1,no automated hit
p0_full,03_replay_full,formal-trend-005,summarizer,no_match,none,1,0,1,no automated hit
p0_full,04_continuous_csv_full,csv-profile-001,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-001,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-001,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-001,summarizer,no_match,none,4,0,4,no automated hit
p0_full,04_continuous_csv_full,csv-profile-002,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-002,executor,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-002,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-002,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-002,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-002,summarizer,no_match,none,2,0,2,no automated hit
p0_full,04_continuous_csv_full,csv-profile-002,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-003,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-003,executor,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-003,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-003,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-003,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-003,summarizer,no_match,none,2,0,2,no automated hit
p0_full,04_continuous_csv_full,csv-profile-003,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-004,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-004,executor,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-004,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-004,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-004,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-004,summarizer,no_match,none,2,0,2,no automated hit
p0_full,04_continuous_csv_full,csv-profile-004,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-005,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-005,executor,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-005,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-005,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-005,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-005,summarizer,no_match,none,2,0,2,no automated hit
p0_full,04_continuous_csv_full,csv-profile-005,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-006,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-006,executor,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-006,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-006,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-006,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-006,summarizer,no_match,none,2,0,2,no automated hit
p0_full,04_continuous_csv_full,csv-profile-006,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-007,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-007,executor,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-007,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-007,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-007,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-007,summarizer,no_match,none,2,0,2,no automated hit
p0_full,04_continuous_csv_full,csv-profile-007,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-008,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-008,executor,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-008,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-008,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-008,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-008,summarizer,no_match,none,2,0,2,no automated hit
p0_full,04_continuous_csv_full,csv-profile-008,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-009,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-009,executor,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-009,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-009,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-009,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-009,summarizer,no_match,none,2,0,2,no automated hit
p0_full,04_continuous_csv_full,csv-profile-009,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-010,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-010,executor,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-010,executor,task_contract_identity,review,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-010,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-010,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-010,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-010,retriever,task_contract_identity,review,2,1,2,triage only; requires provenance review
p0_full,04_continuous_csv_full,csv-profile-010,summarizer,no_match,none,2,0,2,no automated hit
p0_full,04_continuous_csv_full,csv-profile-010,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-001,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-001,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-001,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-001,summarizer,no_match,none,4,0,4,no automated hit
p0_full,05_continuous_cross_full,cross-period-002,executor,route_tool_candidate,high,12,4,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-002,executor,scorer_or_validator,high,2,2,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-002,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-002,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-002,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-002,summarizer,no_match,none,2,0,2,no automated hit
p0_full,05_continuous_cross_full,cross-period-002,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-003,executor,route_tool_candidate,high,12,4,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-003,executor,scorer_or_validator,high,2,2,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-003,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-003,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-003,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-003,summarizer,no_match,none,2,0,2,no automated hit
p0_full,05_continuous_cross_full,cross-period-003,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-004,executor,route_tool_candidate,high,12,4,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-004,executor,scorer_or_validator,high,2,2,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-004,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-004,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-004,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-004,summarizer,no_match,none,2,0,2,no automated hit
p0_full,05_continuous_cross_full,cross-period-004,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-005,executor,route_tool_candidate,high,12,4,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-005,executor,scorer_or_validator,high,2,2,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-005,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-005,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-005,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-005,summarizer,no_match,none,2,0,2,no automated hit
p0_full,05_continuous_cross_full,cross-period-005,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-006,executor,route_tool_candidate,high,12,4,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-006,executor,scorer_or_validator,high,2,2,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-006,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-006,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-006,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-006,summarizer,no_match,none,2,0,2,no automated hit
p0_full,05_continuous_cross_full,cross-period-006,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-007,executor,route_tool_candidate,high,12,4,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-007,executor,scorer_or_validator,high,2,2,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-007,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-007,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-007,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-007,summarizer,no_match,none,2,0,2,no automated hit
p0_full,05_continuous_cross_full,cross-period-007,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-008,executor,route_tool_candidate,high,12,4,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-008,executor,scorer_or_validator,high,2,2,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-008,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-008,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-008,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-008,summarizer,no_match,none,2,0,2,no automated hit
p0_full,05_continuous_cross_full,cross-period-008,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-009,executor,route_tool_candidate,high,12,4,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-009,executor,scorer_or_validator,high,2,2,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-009,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-009,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-009,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-009,summarizer,no_match,none,2,0,2,no automated hit
p0_full,05_continuous_cross_full,cross-period-009,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-010,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-010,executor,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-010,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-010,retriever,route_tool_candidate,high,12,2,4,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-010,retriever,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,05_continuous_cross_full,cross-period-010,summarizer,no_match,none,2,0,2,no automated hit
p0_full,05_continuous_cross_full,cross-period-010,summarizer,scorer_or_validator,high,2,1,2,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-1,executor,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-1,planner,state_or_evidence_contract,review,12,2,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-1,retriever,route_tool_candidate,high,12,3,4,triage only; requires provenance review
p0_full,06_formal_full,benchmark-sample-1,summarizer,no_match,none,4,0,4,no automated hit
