run_group,stage,case_id,role,request_index,source_path,fragment_hash,match_rule,match_count,unique_type,field_path,excerpt,upstream_source,role_contract_judgment,severity,classification,code_path,conclusion
p0_full,02_compare_full,statebus,executor,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-2/logs/rendered_llm_requests/executor.rendered_request.json,4c15ea495bbe03d2f00026df6c526357d933bac9dd8ddf21351302efbc20e6b8,route_tool_candidate,1,route_tool_candidate,$.messages[0].content,<statebus-shared-prefix-v1> Revenue = 132 for ACME 2026Q2. </statebus-shared-prefix-v1>  [STATEBUS_ROLE_SUFFIX:executor] You are the StateBus v2 executor role. Validate the chosen route/tool within the visible candidate set. Copy candidate_,rendered request requests[0],Executor route/tool fields can be a lawful verified execution contract; inspect upstream provenance,high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,executor,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-2/logs/rendered_llm_requests/executor.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.properties.candidate_key,candidate_key,rendered request requests[0],Executor route/tool fields can be a lawful verified execution contract; inspect upstream provenance,high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,executor,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-2/logs/rendered_llm_requests/executor.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.required[0],candidate_key,rendered request requests[0],Executor route/tool fields can be a lawful verified execution contract; inspect upstream provenance,high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,planner,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-2/logs/rendered_llm_requests/planner.rendered_request.json,071a9a8b2b579fa0deddc5cb3d9f510955c22beee69e9de5d10aada1ebe84e51,state_or_evidence_contract,1,state_or_evidence_contract,$.messages[0].content,"You are the StateBus v2 planner role. Return exactly one JSON object containing semantic_task_plan with these exact flat keys: goal, entities, time_scope, lexical_query, lexical_objective, semantic_query, semantic_objective, table_query, ta",rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",review,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,planner,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-2/logs/rendered_llm_requests/planner.rendered_request.json,7ab5fac2573a3a63fdb7c5da2fd87375ab7a508974f5c27ad4f82a954b583ccf,state_or_evidence_contract,1,state_or_evidence_contract,$.response_schema.properties.semantic_task_plan,semantic_task_plan,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",review,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,planner,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-2/logs/rendered_llm_requests/planner.rendered_request.json,7ab5fac2573a3a63fdb7c5da2fd87375ab7a508974f5c27ad4f82a954b583ccf,state_or_evidence_contract,1,state_or_evidence_contract,$.response_schema.required[0],semantic_task_plan,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",review,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,retriever,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-2/logs/rendered_llm_requests/retriever.rendered_request.json,aef544e96957c89846259a50b4562a113aee7c455c8a5945f52b4f7fdd2d866b,route_tool_candidate,1,route_tool_candidate,$.messages[0].content,<statebus-shared-prefix-v1> Revenue increased for ACME in 2026Q2 as renewals and product mix both improved. Services attach remained stable while support renewal rates improved across strategic accounts. Management noted stronger pipeline c,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,retriever,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-2/logs/rendered_llm_requests/retriever.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.properties.candidate_key,candidate_key,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,retriever,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-2/logs/rendered_llm_requests/retriever.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.required[0],candidate_key,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,summarizer,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-2/logs/rendered_llm_requests/summarizer.rendered_request.json,,no_match,0,none,,,rendered request requests[0],no flagged field-name/value pattern,none,no_lexical_signal,v2/runtime/smoke.py:578-590,no automated taint hit
p0_full,02_compare_full,statebus,executor,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-3/logs/rendered_llm_requests/executor.rendered_request.json,f5f1ded0cde0a4b7e2a35899e294660009e728a0b4285e6cfff2f6fff36b6fec,route_tool_candidate,1,route_tool_candidate,$.messages[0].content,<statebus-shared-prefix-v1> Revenue = 145 for ACME 2026Q3. </statebus-shared-prefix-v1>  [STATEBUS_ROLE_SUFFIX:executor] You are the StateBus v2 executor role. Validate the chosen route/tool within the visible candidate set. Copy candidate_,rendered request requests[0],Executor route/tool fields can be a lawful verified execution contract; inspect upstream provenance,high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,executor,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-3/logs/rendered_llm_requests/executor.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.properties.candidate_key,candidate_key,rendered request requests[0],Executor route/tool fields can be a lawful verified execution contract; inspect upstream provenance,high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,executor,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-3/logs/rendered_llm_requests/executor.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.required[0],candidate_key,rendered request requests[0],Executor route/tool fields can be a lawful verified execution contract; inspect upstream provenance,high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,planner,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-3/logs/rendered_llm_requests/planner.rendered_request.json,071a9a8b2b579fa0deddc5cb3d9f510955c22beee69e9de5d10aada1ebe84e51,state_or_evidence_contract,1,state_or_evidence_contract,$.messages[0].content,"You are the StateBus v2 planner role. Return exactly one JSON object containing semantic_task_plan with these exact flat keys: goal, entities, time_scope, lexical_query, lexical_objective, semantic_query, semantic_objective, table_query, ta",rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",review,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,planner,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-3/logs/rendered_llm_requests/planner.rendered_request.json,7ab5fac2573a3a63fdb7c5da2fd87375ab7a508974f5c27ad4f82a954b583ccf,state_or_evidence_contract,1,state_or_evidence_contract,$.response_schema.properties.semantic_task_plan,semantic_task_plan,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",review,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,planner,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-3/logs/rendered_llm_requests/planner.rendered_request.json,7ab5fac2573a3a63fdb7c5da2fd87375ab7a508974f5c27ad4f82a954b583ccf,state_or_evidence_contract,1,state_or_evidence_contract,$.response_schema.required[0],semantic_task_plan,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",review,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,retriever,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-3/logs/rendered_llm_requests/retriever.rendered_request.json,dc9f142208d1e6945625d7517e7ea1f1087e6b49fc317bf580396f56e9943386,route_tool_candidate,1,route_tool_candidate,$.messages[0].content,<statebus-shared-prefix-v1> Revenue increased again in 2026Q3 as enterprise upgrades and partner channels both expanded. Operating leverage improved as revenue growth outpaced incremental sales and marketing expense. Management described st,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,retriever,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-3/logs/rendered_llm_requests/retriever.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.properties.candidate_key,candidate_key,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,retriever,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-3/logs/rendered_llm_requests/retriever.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.required[0],candidate_key,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,summarizer,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-3/logs/rendered_llm_requests/summarizer.rendered_request.json,,no_match,0,none,,,rendered request requests[0],no flagged field-name/value pattern,none,no_lexical_signal,v2/runtime/smoke.py:578-590,no automated taint hit
p0_full,02_compare_full,statebus,executor,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/rendered_llm_requests/executor.rendered_request.json,2db38c430a494d3b82e3faa9d1fd20f93257f5b27d39fa31ff2e21ae4e407c28,route_tool_candidate,1,route_tool_candidate,$.messages[0].content,<statebus-shared-prefix-v1> Revenue = 109 for ACME 2025Q4. </statebus-shared-prefix-v1>  [STATEBUS_ROLE_SUFFIX:executor] You are the StateBus v2 executor role. Validate the chosen route/tool within the visible candidate set. Copy candidate_,rendered request requests[0],Executor route/tool fields can be a lawful verified execution contract; inspect upstream provenance,high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,executor,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/rendered_llm_requests/executor.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.properties.candidate_key,candidate_key,rendered request requests[0],Executor route/tool fields can be a lawful verified execution contract; inspect upstream provenance,high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,executor,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/rendered_llm_requests/executor.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.required[0],candidate_key,rendered request requests[0],Executor route/tool fields can be a lawful verified execution contract; inspect upstream provenance,high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,planner,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/rendered_llm_requests/planner.rendered_request.json,071a9a8b2b579fa0deddc5cb3d9f510955c22beee69e9de5d10aada1ebe84e51,state_or_evidence_contract,1,state_or_evidence_contract,$.messages[0].content,"You are the StateBus v2 planner role. Return exactly one JSON object containing semantic_task_plan with these exact flat keys: goal, entities, time_scope, lexical_query, lexical_objective, semantic_query, semantic_objective, table_query, ta",rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",review,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,planner,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/rendered_llm_requests/planner.rendered_request.json,7ab5fac2573a3a63fdb7c5da2fd87375ab7a508974f5c27ad4f82a954b583ccf,state_or_evidence_contract,1,state_or_evidence_contract,$.response_schema.properties.semantic_task_plan,semantic_task_plan,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",review,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,planner,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/rendered_llm_requests/planner.rendered_request.json,7ab5fac2573a3a63fdb7c5da2fd87375ab7a508974f5c27ad4f82a954b583ccf,state_or_evidence_contract,1,state_or_evidence_contract,$.response_schema.required[0],semantic_task_plan,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",review,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,retriever,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/rendered_llm_requests/retriever.rendered_request.json,6f584ddfdba611dfed2590f01e40c585b6c8aebdea3c4c0a267eea85c7d7f461,route_tool_candidate,1,route_tool_candidate,$.messages[0].content,<statebus-shared-prefix-v1> Revenue for ACME in 2025Q4 reached a record level as year-end enterprise deals closed ahead of target. Gross margin remained stable despite higher services mix as product pricing held firm through renewals. Emplo,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,retriever,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/rendered_llm_requests/retriever.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.properties.candidate_key,candidate_key,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,retriever,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/rendered_llm_requests/retriever.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.required[0],candidate_key,rendered request requests[0],"lexical signal requires role, provenance, scorer-visibility and downstream data-flow review",high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,summarizer,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/rendered_llm_requests/summarizer.rendered_request.json,,no_match,0,none,,,rendered request requests[0],no flagged field-name/value pattern,none,no_lexical_signal,v2/runtime/smoke.py:578-590,no automated taint hit
p0_full,02_compare_full,statebus,executor,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-5/logs/rendered_llm_requests/executor.rendered_request.json,d080b7555f95944a924b29863f6bf7bf4ce5fc0c5b3ad12e53330a342fca8c85,route_tool_candidate,1,route_tool_candidate,$.messages[0].content,<statebus-shared-prefix-v1> Revenue = 87 for BETA 2026Q1. </statebus-shared-prefix-v1>  [STATEBUS_ROLE_SUFFIX:executor] You are the StateBus v2 executor role. Validate the chosen route/tool within the visible candidate set. Copy candidate_k,rendered request requests[0],Executor route/tool fields can be a lawful verified execution contract; inspect upstream provenance,high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,executor,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-5/logs/rendered_llm_requests/executor.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.properties.candidate_key,candidate_key,rendered request requests[0],Executor route/tool fields can be a lawful verified execution contract; inspect upstream provenance,high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
p0_full,02_compare_full,statebus,executor,0,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-5/logs/rendered_llm_requests/executor.rendered_request.json,fe64f21bd9caccd95b5f1f04a937dc82b455524c0d831fae5b54cbf7dad66f91,route_tool_candidate,1,route_tool_candidate,$.response_schema.required[0],candidate_key,rendered request requests[0],Executor route/tool fields can be a lawful verified execution contract; inspect upstream provenance,high,automated_lexical_triage_only,v2/runtime/smoke.py:578-590,lexical hit only; not evidence of cheating without provenance/data-flow confirmation
